Name of Restaurant,City,Country Code,Day of week,Start Time,End Time
Steve's Detroit Deli,Detroit,US,2,1100,1600
Steve's Detroit Deli,Detroit,US,1,1100,1600
Steve's Detroit Deli,Detroit,US,0,1100,1600
Steve's Soul Food,Detroit,US,6,1200,2100
Steve's Soul Food,Detroit,US,5,1200,2100
Steve's Soul Food,Detroit,US,4,1100,2100
Steve's Soul Food,Detroit,US,3,1100,2100
Steve's Soul Food,Detroit,US,2,1100,2100
Steve's Soul Food,Detroit,US,1,1100,2100
Steve's Soul Food,Detroit,US,0,1100,2100
Stevie's Bar and Grill,San Jose,US,6,0930,0200
Stevie's Bar and Grill,San Jose,US,5,1100,0200
Stevie's Bar and Grill,San Jose,US,4,1100,0200
Stevie's Bar and Grill,San Jose,US,3,1100,0200
Stevie's Bar and Grill,San Jose,US,2,1200,0200
Stevie's Bar and Grill,San Jose,US,1,1200,0200
Stevie's Bar and Grill,San Jose,US,0,1200,0200
Sticklers,Phoenix,US,4,0600,1600
Sticklers,Phoenix,US,3,0600,1600
Sticklers,Phoenix,US,2,0600,1600
Sticklers,Phoenix,US,1,0600,1600
Sticklers,Phoenix,US,0,0600,1600
Sticky's Chicken,Houston,US,6,1700,2100
Sticky's Chicken,Houston,US,3,1700,2100
Sticky's Chicken,Houston,US,2,1700,2100
Sticky's Chicken,Houston,US,1,1700,2100
Sticky's Chicken,Houston,US,0,1700,2100
Stir,Boston,US,5,1200,1800
Stir,Boston,US,4,1200,1800
Stir,Boston,US,3,1200,1800
Stir,Boston,US,2,1200,1800
Stir,Boston,US,1,1200,1800
Stir,Boston,US,0,1200,1800
Stir Krazy Mongolian Grill,Las Vegas,US,5,1130,2100
Stir Krazy Mongolian Grill,Las Vegas,US,4,1130,2100
Stir Krazy Mongolian Grill,Las Vegas,US,3,1130,2100
Stir Krazy Mongolian Grill,Las Vegas,US,2,1130,2100
Stir Krazy Mongolian Grill,Las Vegas,US,1,1130,2100
Stir Krazy Mongolian Grill,Las Vegas,US,0,1130,2100
Stitch Bar,Sydney,AU,5,1600,0200
Stitch Bar,Sydney,AU,4,1200,1400
Stitch Bar,Sydney,AU,3,1200,1400
Stitch Bar,Sydney,AU,2,1600,0200
Stitch Bar,Sydney,AU,1,1600,0000
Stitch Bar,Sydney,AU,0,1600,0000
Stock - the cafe at Local Foods,Chicago,US,6,0900,1800
Stock - the cafe at Local Foods,Chicago,US,5,0900,1800
Stock - the cafe at Local Foods,Chicago,US,4,1100,2000
Stock - the cafe at Local Foods,Chicago,US,3,1100,2000
Stock - the cafe at Local Foods,Chicago,US,2,1100,2000
Stock - the cafe at Local Foods,Chicago,US,1,1100,2000
Stock - the cafe at Local Foods,Chicago,US,0,1100,2000
Stockyard Restaurant,Charlotte,US,5,0600,1500
Stockyard Restaurant,Charlotte,US,4,0600,1500
Stockyard Restaurant,Charlotte,US,3,0600,1500
Stockyard Restaurant,Charlotte,US,2,0600,1500
Stockyard Restaurant,Charlotte,US,1,0600,1500
Stockyard Restaurant,Charlotte,US,0,0600,1500
Stockyards Restaurant,Phoenix,US,6,1700,2000
Stockyards Restaurant,Phoenix,US,5,1700,2100
Stockyards Restaurant,Phoenix,US,4,1700,2100
Stockyards Restaurant,Phoenix,US,4,1100,1400
Stockyards Restaurant,Phoenix,US,3,1700,2100
Stockyards Restaurant,Phoenix,US,3,1100,1400
Stockyards Restaurant,Phoenix,US,2,1700,2100
Stockyards Restaurant,Phoenix,US,2,1100,1400
Stockyards Restaurant,Phoenix,US,1,1700,2100
Stockyards Restaurant,Phoenix,US,1,1100,1400
Stockyards Restaurant,Phoenix,US,0,1700,2100
Stockyards Restaurant,Phoenix,US,0,1100,1400
Stoddard's Fine Food & Ale,Boston,US,6,1130,0000
Stoddard's Fine Food & Ale,Boston,US,5,1130,0200
Stoddard's Fine Food & Ale,Boston,US,4,1130,0200
Stoddard's Fine Food & Ale,Boston,US,3,1130,0200
Stoddard's Fine Food & Ale,Boston,US,2,1600,0100
Stoddard's Fine Food & Ale,Boston,US,1,1600,0100
Stoic & Genuine,Denver,US,6,1100,2200
Stoic & Genuine,Denver,US,5,1100,2300
Stoic & Genuine,Denver,US,4,1100,2300
Stoic & Genuine,Denver,US,3,1100,2200
Stoic & Genuine,Denver,US,2,1100,2200
Stoic & Genuine,Denver,US,1,1100,2200
Stoic & Genuine,Denver,US,0,1100,2200
Stoked Wood Fired Pizza,Boston,US,4,1100,1400
Stoked Wood Fired Pizza,Boston,US,3,1100,1400
Stoked Wood Fired Pizza,Boston,US,2,1100,1400
Stoked Wood Fired Pizza,Boston,US,1,1100,1400
Stoked Wood Fired Pizza,Boston,US,0,1100,1400
Stone Stew,San Jose,US,6,1030,2200
Stone Stew,San Jose,US,5,1030,2330
Stone Stew,San Jose,US,4,1030,2330
Stone Stew,San Jose,US,3,1030,2200
Stone Stew,San Jose,US,2,1030,2200
Stone Stew,San Jose,US,1,1030,2200
Stone Way Cafe,Seattle,US,6,0800,1900
Stone Way Cafe,Seattle,US,5,0700,2100
Stone Way Cafe,Seattle,US,4,0700,2100
Stone Way Cafe,Seattle,US,3,0700,2100
Stone Way Cafe,Seattle,US,2,0700,2100
Stone Way Cafe,Seattle,US,1,0700,2100
Stone Way Cafe,Seattle,US,0,0700,2100
Stoneburner,Seattle,US,6,1000,2300
Stoneburner,Seattle,US,5,1000,2300
Stoneburner,Seattle,US,4,1500,2200
Stoneburner,Seattle,US,3,1500,2200
Stoneburner,Seattle,US,2,1500,2200
Stoneburner,Seattle,US,1,1500,2200
Stoneburner,Seattle,US,0,1500,2200
Stonehouse Bar and Grill,Detroit,US,6,1500,0200
Stonehouse Bar and Grill,Detroit,US,5,1500,0200
Stonehouse Bar and Grill,Detroit,US,4,1500,0200
Stonehouse Bar and Grill,Detroit,US,3,1500,0200
Stonehouse Bar and Grill,Detroit,US,2,1500,0200
Stonehouse Bar and Grill,Detroit,US,1,1500,0200
Stonehouse Bar and Grill,Detroit,US,0,1500,0200
Stone's On 32nd,Denver,US,6,1000,2200
Stone's On 32nd,Denver,US,5,1000,2200
Stone's On 32nd,Denver,US,4,1100,2200
Stone's On 32nd,Denver,US,3,1100,2200
Stone's On 32nd,Denver,US,2,1100,2200
Stone's On 32nd,Denver,US,1,1100,2200
Stone's On 32nd,Denver,US,0,1100,2200
Stones Throw,San Francisco,US,6,1700,2200
Stones Throw,San Francisco,US,6,1100,1400
Stones Throw,San Francisco,US,5,1700,2300
Stones Throw,San Francisco,US,4,1700,2300
Stones Throw,San Francisco,US,3,1700,2230
Stones Throw,San Francisco,US,2,1700,2230
Stones Throw,San Francisco,US,1,1700,2230
Stoney's on L,Washington,US,6,1100,0200
Stoney's on L,Washington,US,5,1100,0300
Stoney's on L,Washington,US,4,1100,0300
Stoney's on L,Washington,US,3,1100,0200
Stoney's on L,Washington,US,2,1100,0200
Stoney's on L,Washington,US,1,1100,0200
Stoney's on L,Washington,US,0,1100,0200
Stout Street Social,Denver,US,6,1700,2300
Stout Street Social,Denver,US,6,1000,1500
Stout Street Social,Denver,US,5,1700,0000
Stout Street Social,Denver,US,5,1000,1500
Stout Street Social,Denver,US,4,1100,0000
Stout Street Social,Denver,US,3,1100,0000
Stout Street Social,Denver,US,2,1100,2300
Stout Street Social,Denver,US,1,1100,2300
Stout Street Social,Denver,US,0,1100,2300
Straw,San Francisco,US,6,1700,2100
Straw,San Francisco,US,6,1000,1500
Straw,San Francisco,US,5,1700,2200
Straw,San Francisco,US,5,1000,1500
Straw,San Francisco,US,4,1700,2200
Straw,San Francisco,US,3,1700,2200
Straw,San Francisco,US,0,1700,2200
STREAT,Melbourne,AU,4,0730,1600
STREAT,Melbourne,AU,3,0730,1600
STREAT,Melbourne,AU,2,0730,1600
STREAT,Melbourne,AU,1,0730,1600
STREAT,Melbourne,AU,0,0730,1600
Street Restaurant,San Francisco,US,6,1730,2200
Street Restaurant,San Francisco,US,5,1730,2300
Street Restaurant,San Francisco,US,4,1730,2300
Street Restaurant,San Francisco,US,3,1730,2200
Street Restaurant,San Francisco,US,2,1730,2200
Street Restaurant,San Francisco,US,1,1730,2200
Street Taco,San Francisco,US,6,1100,2200
Street Taco,San Francisco,US,5,1100,2200
Street Taco,San Francisco,US,4,1100,2200
Street Taco,San Francisco,US,3,1100,2200
Street Taco,San Francisco,US,2,1100,2200
Street Taco,San Francisco,US,1,1100,2200
Street Taco,San Francisco,US,0,1100,2200
Streets,Brooklyn,US,6,1700,2230
Streets,Brooklyn,US,6,1200,1530
Streets,Brooklyn,US,5,1700,2330
Streets,Brooklyn,US,5,1200,1530
Streets,Brooklyn,US,4,1200,2330
Streets,Brooklyn,US,3,1200,2230
Streets,Brooklyn,US,2,1200,2230
Streets,Brooklyn,US,1,1200,2230
Streets Eat Street Food,San Francisco,US,5,1130,1630
Streets Eat Street Food,San Francisco,US,4,1130,1630
Streets Eat Street Food,San Francisco,US,3,1130,1630
Streets Eat Street Food,San Francisco,US,2,1130,1630
Streets Eat Street Food,San Francisco,US,1,1130,1630
Streets Eat Street Food,San Francisco,US,0,1130,1630
Streets Of Saigon,Sydney,AU,6,1000,1800
Streets Of Saigon,Sydney,AU,5,1000,2100
Streets Of Saigon,Sydney,AU,4,1000,2100
Streets Of Saigon,Sydney,AU,3,1000,2100
Streets Of Saigon,Sydney,AU,2,1000,2000
Streets Of Saigon,Sydney,AU,1,1000,2000
Streets Of Saigon,Sydney,AU,0,1000,2000
Strega Waterfront,Boston,US,6,1200,2100
Strega Waterfront,Boston,US,5,1600,0200
Strega Waterfront,Boston,US,4,1130,0200
Strega Waterfront,Boston,US,3,1130,0200
Strega Waterfront,Boston,US,2,1130,0200
Strega Waterfront,Boston,US,1,1130,0200
Strega Waterfront,Boston,US,0,1130,0200
Strip N Dip Chicken Strips,Las Vegas,US,6,1100,2000
Strip N Dip Chicken Strips,Las Vegas,US,5,1100,2100
Strip N Dip Chicken Strips,Las Vegas,US,4,1100,2100
Strip N Dip Chicken Strips,Las Vegas,US,3,1100,2100
Strip N Dip Chicken Strips,Las Vegas,US,2,1100,2100
Strip N Dip Chicken Strips,Las Vegas,US,1,1100,2100
Strip N Dip Chicken Strips,Las Vegas,US,0,1100,2100
Strip View Cafe,Las Vegas,US,6,1000,2000
Strip View Cafe,Las Vegas,US,5,1000,2000
Strip View Cafe,Las Vegas,US,4,1000,2000
Strip View Cafe,Las Vegas,US,3,1000,2000
Strip View Cafe,Las Vegas,US,2,1000,2000
Strip View Cafe,Las Vegas,US,1,1000,2000
Strip View Cafe,Las Vegas,US,0,1000,2000
Stripburger,Las Vegas,US,6,1100,2300
Stripburger,Las Vegas,US,5,1100,0000
Stripburger,Las Vegas,US,4,1100,0000
Stripburger,Las Vegas,US,3,1100,2300
Stripburger,Las Vegas,US,2,1100,2300
Stripburger,Las Vegas,US,1,1100,2300
Stripburger,Las Vegas,US,0,1100,2300
Stuffed,San Francisco,US,6,1700,2200
Stuffed,San Francisco,US,5,1700,0000
Stuffed,San Francisco,US,4,1700,0000
Stuffed,San Francisco,US,3,1700,2200
Stuffed,San Francisco,US,2,1700,2200
Stuffed,San Francisco,US,1,1700,2200
Stumpy's Burgers Fries and Dogs,San Jose,US,6,1100,1800
Stumpy's Burgers Fries and Dogs,San Jose,US,5,1100,2030
Stumpy's Burgers Fries and Dogs,San Jose,US,4,1100,2030
Stumpy's Burgers Fries and Dogs,San Jose,US,3,1130,1700
Stumpy's Burgers Fries and Dogs,San Jose,US,2,1130,1700
Stumpy's Burgers Fries and Dogs,San Jose,US,1,1130,1700
Style Cafe,Boston,US,6,0800,1800
Style Cafe,Boston,US,5,0700,1900
Style Cafe,Boston,US,4,0700,1900
Style Cafe,Boston,US,3,0700,1900
Style Cafe,Boston,US,2,0700,1900
Style Cafe,Boston,US,1,0700,1900
Style Cafe,Boston,US,0,0700,1900
Subsolo,Sydney,AU,5,1730,0000
Subsolo,Sydney,AU,4,1200,0000
Subsolo,Sydney,AU,3,1200,0000
Subsolo,Sydney,AU,2,1200,0000
Subsolo,Sydney,AU,1,1200,0000
Subterranean Greek Bar & Grill,Sydney,AU,5,1800,2200
Subterranean Greek Bar & Grill,Sydney,AU,4,1730,2300
Subterranean Greek Bar & Grill,Sydney,AU,4,1200,1500
Subterranean Greek Bar & Grill,Sydney,AU,3,1730,2200
Subterranean Greek Bar & Grill,Sydney,AU,3,1200,1500
Subterranean Greek Bar & Grill,Sydney,AU,2,1730,2200
Subterranean Greek Bar & Grill,Sydney,AU,2,1200,1500
Subterranean Greek Bar & Grill,Sydney,AU,1,1800,2200
Subterranean Greek Bar & Grill,Sydney,AU,1,1200,1500
Subterranean Greek Bar & Grill,Sydney,AU,0,1800,2200
Subterranean Greek Bar & Grill,Sydney,AU,0,1200,1500
Sud Italia Ristorante,Houston,US,5,1100,2200
Sud Italia Ristorante,Houston,US,4,1700,2200
Sud Italia Ristorante,Houston,US,4,1100,1500
Sud Italia Ristorante,Houston,US,3,1700,2200
Sud Italia Ristorante,Houston,US,3,1100,1500
Sud Italia Ristorante,Houston,US,2,1700,2200
Sud Italia Ristorante,Houston,US,2,1100,1500
Sud Italia Ristorante,Houston,US,1,1700,2130
Sud Italia Ristorante,Houston,US,1,1100,1500
Sud Italia Ristorante,Houston,US,0,1700,2130
Sud Italia Ristorante,Houston,US,0,1100,1500
Suda,Melbourne,AU,6,1700,2200
Suda,Melbourne,AU,5,1700,2200
Suda,Melbourne,AU,4,1200,2200
Suda,Melbourne,AU,3,1200,2200
Suda,Melbourne,AU,2,1200,2200
Suda,Melbourne,AU,1,1200,2200
Suda,Melbourne,AU,0,1200,2200
Sudhouse,Washington,US,6,1400,0200
Sudhouse,Washington,US,5,1400,0300
Sudhouse,Washington,US,4,1600,0300
Sudhouse,Washington,US,3,1600,0200
Sudhouse,Washington,US,2,1600,0200
Sudhouse,Washington,US,1,1600,0200
Sudhouse,Washington,US,0,1600,0200
Sue Lewis Chocolatier,Perth,AU,5,1000,1600
Sue Lewis Chocolatier,Perth,AU,4,1000,1730
Sue Lewis Chocolatier,Perth,AU,3,1000,1730
Sue Lewis Chocolatier,Perth,AU,2,1000,1730
Sue Lewis Chocolatier,Perth,AU,1,1000,1730
Sue Lewis Chocolatier,Perth,AU,0,1000,1730
Sugar Dumplin,Glasgow,GB,6,1200,2000
Sugar Dumplin,Glasgow,GB,5,1200,0000
Sugar Dumplin,Glasgow,GB,4,1200,0000
Sugar Dumplin,Glasgow,GB,3,1200,2300
Sugar Dumplin,Glasgow,GB,2,1200,2200
Sugar Dumplin,Glasgow,GB,1,1200,2200
Sugar Dumplin,Glasgow,GB,0,1200,2200
Sugar N'Spice Cafe,Brisbane,AU,6,0530,1530
Sugar N'Spice Cafe,Brisbane,AU,5,0530,1530
Sugar N'Spice Cafe,Brisbane,AU,4,0530,1700
Sugar N'Spice Cafe,Brisbane,AU,3,0530,1700
Sugar N'Spice Cafe,Brisbane,AU,2,0530,1700
Sugar N'Spice Cafe,Brisbane,AU,1,0530,1700
Sugar N'Spice Cafe,Brisbane,AU,0,0530,1700
Sugarburg,Brooklyn,US,6,1200,0200
Sugarburg,Brooklyn,US,5,1200,0400
Sugarburg,Brooklyn,US,4,0700,0400
Sugarburg,Brooklyn,US,3,0700,0200
Sugarburg,Brooklyn,US,2,0700,0200
Sugarburg,Brooklyn,US,1,0700,0200
Sugarburg,Brooklyn,US,0,0700,0200
Sugarmill Denver,Denver,US,6,1000,1500
Sugarmill Denver,Denver,US,5,1000,2300
Sugarmill Denver,Denver,US,4,0800,2300
Sugarmill Denver,Denver,US,3,0800,2200
Sugarmill Denver,Denver,US,2,0800,2200
Sugarmill Denver,Denver,US,1,0800,2200
Suika Seattle,Seattle,US,6,1200,2130
Suika Seattle,Seattle,US,5,1200,2330
Suika Seattle,Seattle,US,4,1700,2330
Suika Seattle,Seattle,US,3,1700,2230
Suika Seattle,Seattle,US,2,1700,2230
Suika Seattle,Seattle,US,1,1700,2230
Sukhothai Bistro,Houston,US,6,1130,2100
Sukhothai Bistro,Houston,US,5,1130,2200
Sukhothai Bistro,Houston,US,4,1100,2200
Sukhothai Bistro,Houston,US,3,1100,2130
Sukhothai Bistro,Houston,US,2,1100,2130
Sukhothai Bistro,Houston,US,1,1100,2130
Sukhothai Bistro,Houston,US,0,1100,2130
Suko's Burger House,Houston,US,5,1030,1930
Suko's Burger House,Houston,US,4,1030,1930
Suko's Burger House,Houston,US,3,1030,1930
Suko's Burger House,Houston,US,2,1030,1930
Suko's Burger House,Houston,US,1,1030,1930
Suko's Burger House,Houston,US,0,1030,1930
Sullivan's,Boston,US,6,0830,1700
Sullivan's,Boston,US,5,0830,1700
Sullivan's,Boston,US,4,0830,1700
Sullivan's,Boston,US,3,0830,1700
Sullivan's,Boston,US,2,0830,1700
Sullivan's,Boston,US,1,0830,1700
Sullivan's,Boston,US,0,0830,1700
Sultan's Kitchen,Boston,US,4,1100,1600
Sultan's Kitchen,Boston,US,3,1100,1600
Sultan's Kitchen,Boston,US,2,1100,1600
Sultan's Kitchen,Boston,US,1,1100,1600
Sultan's Kitchen,Boston,US,0,1100,1600
Suminoya Japanese Restaurant,Sydney,AU,6,1730,2200
Suminoya Japanese Restaurant,Sydney,AU,5,1800,2230
Suminoya Japanese Restaurant,Sydney,AU,4,1800,2230
Suminoya Japanese Restaurant,Sydney,AU,4,1200,1500
Suminoya Japanese Restaurant,Sydney,AU,3,1800,2230
Suminoya Japanese Restaurant,Sydney,AU,3,1200,1500
Suminoya Japanese Restaurant,Sydney,AU,2,1800,2230
Suminoya Japanese Restaurant,Sydney,AU,2,1200,1500
Suminoya Japanese Restaurant,Sydney,AU,1,1800,2230
Suminoya Japanese Restaurant,Sydney,AU,1,1200,1500
Suminoya Japanese Restaurant,Sydney,AU,0,1800,2230
Suminoya Japanese Restaurant,Sydney,AU,0,1200,1500
Summer House,Chicago,US,6,0800,2200
Summer House,Chicago,US,5,0800,2300
Summer House,Chicago,US,4,1100,2300
Summer House,Chicago,US,3,1100,2200
Summer House,Chicago,US,2,1100,2200
Summer House,Chicago,US,1,1100,2200
Summer House,Chicago,US,0,1100,2200
Summer Shack,Boston,US,6,1130,2200
Summer Shack,Boston,US,5,1130,2300
Summer Shack,Boston,US,4,1130,2300
Summer Shack,Boston,US,3,1130,2200
Summer Shack,Boston,US,2,1130,2200
Summer Shack,Boston,US,1,1130,2200
Summer Shack,Boston,US,0,1130,2200
Sun Hing Lung Co,New York,US,6,0730,1530
Sun Hing Lung Co,New York,US,5,0730,1530
Sun Hing Lung Co,New York,US,4,0730,1530
Sun Hing Lung Co,New York,US,3,0730,1530
Sun Hing Lung Co,New York,US,2,0730,1530
Sun Hing Lung Co,New York,US,1,0730,1530
Sun Hing Lung Co,New York,US,0,0730,1530
Sun Moth Canteen & Bar,Melbourne,AU,5,1500,2300
Sun Moth Canteen & Bar,Melbourne,AU,4,0800,2300
Sun Moth Canteen & Bar,Melbourne,AU,3,0800,2300
Sun Moth Canteen & Bar,Melbourne,AU,2,0800,2300
Sun Moth Canteen & Bar,Melbourne,AU,1,0800,2300
Sun Moth Canteen & Bar,Melbourne,AU,0,0800,1600
Sunday,London,GB,6,0900,1800
Sunday,London,GB,5,0900,1800
Sunday,London,GB,4,0830,1800
Sunday,London,GB,3,0830,1800
Sunday,London,GB,2,0830,1800
Sunday,London,GB,1,0830,1800
SUNdeVICH,Washington,US,5,1200,2100
SUNdeVICH,Washington,US,4,1200,2100
SUNdeVICH,Washington,US,3,1200,2100
SUNdeVICH,Washington,US,2,1200,2100
SUNdeVICH,Washington,US,1,1200,2100
SUNdeVICH,Washington,US,0,1200,2100
Sunflour Baking Company,Charlotte,US,6,0700,1600
Sunflour Baking Company,Charlotte,US,5,0700,1900
Sunflour Baking Company,Charlotte,US,4,0700,1900
Sunflour Baking Company,Charlotte,US,3,0700,1900
Sunflour Baking Company,Charlotte,US,2,0700,1900
Sunflour Baking Company,Charlotte,US,1,0700,1900
Sunflour Baking Company,Charlotte,US,0,0700,1900
Sunset Cantina,Boston,US,6,1100,0100
Sunset Cantina,Boston,US,5,1130,0100
Sunset Cantina,Boston,US,4,1130,0100
Sunset Cantina,Boston,US,3,1130,0100
Sunset Cantina,Boston,US,2,1130,0100
Sunset Cantina,Boston,US,1,1130,0100
Sunset Cantina,Boston,US,0,1130,0100
Sunset Seafood & Soulfood,Charlotte,US,6,1100,2000
Sunset Seafood & Soulfood,Charlotte,US,5,1100,2200
Sunset Seafood & Soulfood,Charlotte,US,4,1100,2200
Sunset Seafood & Soulfood,Charlotte,US,3,1100,2200
Sunset Seafood & Soulfood,Charlotte,US,2,1100,2200
Sunset Seafood & Soulfood,Charlotte,US,1,1100,2200
Super Chicken,Houston,US,4,1030,1400
Super Chicken,Houston,US,3,1030,1400
Super Chicken,Houston,US,2,1030,1400
Super Chicken,Houston,US,1,1030,1400
Super Chicken,Houston,US,0,1030,1400
Super La Mexicana,Houston,US,6,0600,2100
Super La Mexicana,Houston,US,5,0600,2100
Super La Mexicana,Houston,US,4,0600,2100
Super La Mexicana,Houston,US,3,0600,2100
Super La Mexicana,Houston,US,2,0600,2100
Super La Mexicana,Houston,US,1,0600,2100
Super La Mexicana,Houston,US,0,0600,2100
Super Poké Bros,San Jose,US,6,1100,2100
Super Poké Bros,San Jose,US,5,1100,2130
Super Poké Bros,San Jose,US,4,1130,2130
Super Poké Bros,San Jose,US,3,1130,2100
Super Poké Bros,San Jose,US,2,1130,2100
Super Poké Bros,San Jose,US,1,1130,2100
Super Poké Bros,San Jose,US,0,1130,2100
Super Six,Seattle,US,6,0800,2300
Super Six,Seattle,US,5,0800,0000
Super Six,Seattle,US,4,0800,2300
Super Six,Seattle,US,3,0800,2300
Super Six,Seattle,US,2,0800,2300
Super Six,Seattle,US,1,0800,2300
Super Six,Seattle,US,0,0800,2300
Super Star Asian Cuisine,Denver,US,6,1000,0000
Super Star Asian Cuisine,Denver,US,5,1000,0000
Super Star Asian Cuisine,Denver,US,4,1000,0000
Super Star Asian Cuisine,Denver,US,3,1000,0000
Super Star Asian Cuisine,Denver,US,2,1000,0000
Super Star Asian Cuisine,Denver,US,1,1000,0000
Super Star Asian Cuisine,Denver,US,0,1000,0000
Super Taqueria,San Jose,US,6,0900,2200
Super Taqueria,San Jose,US,5,0900,2200
Super Taqueria,San Jose,US,4,0900,2200
Super Taqueria,San Jose,US,3,0900,2200
Super Taqueria,San Jose,US,2,0900,2200
Super Taqueria,San Jose,US,1,0900,2200
Super Taqueria,San Jose,US,0,0900,2200
Supercharger,Melbourne,AU,6,1100,1800
Supercharger,Melbourne,AU,5,1100,1800
Supercharger,Melbourne,AU,4,1100,2100
Supercharger,Melbourne,AU,3,1100,2100
Supercharger,Melbourne,AU,2,1100,1800
Supercharger,Melbourne,AU,1,1100,1800
Supercharger,Melbourne,AU,0,1100,1800
Supino Pizzeria,Detroit,US,5,1100,2200
Supino Pizzeria,Detroit,US,4,1100,2200
Supino Pizzeria,Detroit,US,3,1100,2200
Supino Pizzeria,Detroit,US,2,1100,2200
Supino Pizzeria,Detroit,US,1,1100,2200
Suppenküche,San Francisco,US,6,1700,2200
Suppenküche,San Francisco,US,6,1000,1430
Suppenküche,San Francisco,US,5,1700,2200
Suppenküche,San Francisco,US,4,1700,2200
Suppenküche,San Francisco,US,3,1700,2200
Suppenküche,San Francisco,US,2,1700,2200
Suppenküche,San Francisco,US,1,1700,2200
Suppenküche,San Francisco,US,0,1700,2200
Supper Club At Blundell Street,Liverpool,GB,6,1330,1830
Supper Club At Blundell Street,Liverpool,GB,5,1800,0200
Supper Club At Blundell Street,Liverpool,GB,4,1800,0200
Supper Club At Blundell Street,Liverpool,GB,3,1800,0000
Suprema Provisions,New York,US,6,1100,2200
Suprema Provisions,New York,US,5,1100,0000
Suprema Provisions,New York,US,4,1100,0000
Suprema Provisions,New York,US,3,1100,2300
Suprema Provisions,New York,US,2,1100,2300
Suprema Provisions,New York,US,1,1100,2300
Suprema Provisions,New York,US,0,1700,2300
Surfish Peruvian Bistro,Brooklyn,US,6,1200,2300
Surfish Peruvian Bistro,Brooklyn,US,5,1200,2300
Surfish Peruvian Bistro,Brooklyn,US,4,1200,2300
Surfish Peruvian Bistro,Brooklyn,US,3,1200,2300
Surfish Peruvian Bistro,Brooklyn,US,2,1200,2300
Surfish Peruvian Bistro,Brooklyn,US,1,1200,2300
Surfish Peruvian Bistro,Brooklyn,US,0,1200,2300
Surin 280,Birmingham,US,6,1645,2100
Surin 280,Birmingham,US,6,1100,1430
Surin 280,Birmingham,US,5,1645,2200
Surin 280,Birmingham,US,5,1100,1400
Surin 280,Birmingham,US,4,1645,2200
Surin 280,Birmingham,US,4,1100,1400
Surin 280,Birmingham,US,3,1645,2100
Surin 280,Birmingham,US,3,1100,1400
Surin 280,Birmingham,US,2,1645,2100
Surin 280,Birmingham,US,2,1100,1400
Surin 280,Birmingham,US,1,1645,2100
Surin 280,Birmingham,US,1,1100,1400
Surin 280,Birmingham,US,0,1645,2100
Surin 280,Birmingham,US,0,1100,1400
Surin West,Birmingham,US,6,1700,2130
Surin West,Birmingham,US,6,1130,1430
Surin West,Birmingham,US,5,1700,2230
Surin West,Birmingham,US,5,1130,1430
Surin West,Birmingham,US,4,1700,2230
Surin West,Birmingham,US,4,1100,1430
Surin West,Birmingham,US,3,1700,2130
Surin West,Birmingham,US,3,1100,1430
Surin West,Birmingham,US,2,1700,2130
Surin West,Birmingham,US,2,1100,1430
Surin West,Birmingham,US,1,1700,2130
Surin West,Birmingham,US,1,1100,1430
Surin West,Birmingham,US,0,1700,2130
Surin West,Birmingham,US,0,1100,1430
Sushi 21,Las Vegas,US,6,1230,0200
Sushi 21,Las Vegas,US,5,1130,0200
Sushi 21,Las Vegas,US,4,1100,0200
Sushi 21,Las Vegas,US,3,1100,0200
Sushi 21,Las Vegas,US,2,1100,0200
Sushi 21,Las Vegas,US,1,1100,0200
Sushi 21,Las Vegas,US,0,1100,0200
Sushi & Grill,Sydney,AU,5,1700,2200
Sushi & Grill,Sydney,AU,4,1130,2230
Sushi & Grill,Sydney,AU,3,1130,2200
Sushi & Grill,Sydney,AU,2,1130,2200
Sushi & Grill,Sydney,AU,1,1130,2200
Sushi & Grill,Sydney,AU,0,1130,2200
Sushi Boy Masaki,Sydney,AU,4,0800,1900
Sushi Boy Masaki,Sydney,AU,3,0800,1900
Sushi Boy Masaki,Sydney,AU,2,0800,1900
Sushi Boy Masaki,Sydney,AU,1,0800,1900
Sushi Boy Masaki,Sydney,AU,0,0800,1900
Sushi Bros,Phoenix,US,6,1200,2030
Sushi Bros,Phoenix,US,5,1100,2130
Sushi Bros,Phoenix,US,4,1100,2130
Sushi Bros,Phoenix,US,3,1100,2030
Sushi Bros,Phoenix,US,2,1100,2030
Sushi Bros,Phoenix,US,1,1100,2030
Sushi Bros,Phoenix,US,0,1100,2030
Sushi Capitol,Washington,US,5,1700,2130
Sushi Capitol,Washington,US,4,1700,2130
Sushi Capitol,Washington,US,4,1200,1430
Sushi Capitol,Washington,US,3,1700,2130
Sushi Capitol,Washington,US,3,1200,1430
Sushi Capitol,Washington,US,2,1700,2130
Sushi Capitol,Washington,US,2,1200,1430
Sushi Capitol,Washington,US,1,1700,2130
Sushi Capitol,Washington,US,1,1200,1430
Sushi Capitol,Washington,US,0,1700,2130
Sushi Capitol,Washington,US,0,1200,1430
Sushi Confidential,San Jose,US,6,1700,2230
Sushi Confidential,San Jose,US,5,1700,2330
Sushi Confidential,San Jose,US,4,1130,2330
Sushi Confidential,San Jose,US,3,1130,2330
Sushi Confidential,San Jose,US,2,1130,2330
Sushi Confidential,San Jose,US,1,1130,2330
Sushi Confidential,San Jose,US,0,1130,2330
sushi e,Sydney,AU,5,1800,2230
